ADEP,ADES,Date,Arrivals,P15,P85,(P85-P15)/2
SBCF,SBGR,2021-10,402,69.20333333333333,81.18666666666667,"6,0"
SBCT,SBSP,2019-12,402,54.10333333333333,65.96333333333334,"5,9"
SBGL,SBGR,2019-09,402,62.196875,74.03749999999998,"5,9"
SBGR,SBCF,2021-10,402,61.44333333333334,72.67999999999999,"5,6"
SBGR,SBRF,2019-08,402,175.47333333333333,188.39333333333332,"6,5"
SBGR,SBRF,2020-12,402,177.33333333333331,190.72666666666666,"6,7"
SBFL,SBGR,2019-02,401,72.084375,83.2625,"5,6"
SBFL,SBGR,2019-04,401,69.94062500000001,79.975,"5,0"
SBGR,SBFL,2019-02,401,71.05,82.23437499999999,"5,6"
SBGR,SBFL,2019-04,400,71.859375,81.815625,"5,0"
SBGR,SBSV,2019-04,400,130.35,143.93666666666667,"6,8"
SBRF,SBGR,2021-11,400,190.57000000000002,203.7766666666667,"6,6"
SBFL,SBGR,2020-01,399,70.28214285714286,81.19285714285714,"5,5"
SBGR,SBCF,2019-06,399,62.54687500000001,72.940625,"5,2"
SBGR,SBFL,2020-01,399,71.53571428571428,82.16428571428571,"5,3"
SBSP,SBBR,2021-11,399,95.19642857142857,109.5642857142857,"7,2"
SBSP,SBBR,2022-04,399,95.94062500000001,106.61875,"5,3"
SBCF,SBGR,2019-03,398,73.16333333333334,82.27666666666666,"4,6"
SBRF,SBGR,2019-08,398,186.9633333333333,199.75999999999996,"6,4"
SBRF,SBGR,2019-05,397,186.86,200.08666666666667,"6,6"
SBGR,SBRF,2021-10,396,172.3,183.66666666666666,"5,7"
SBBR,SBSP,2022-04,395,95.2125,106.64687500000001,"5,7"
SBGR,SBRF,2021-09,395,173.8033333333333,185.98666666666665,"6,1"
SBPA,SBGR,2019-06,395,93.11333333333333,104.00333333333333,"5,4"
SBBR,SBGR,2019-01,394,102.31785714285714,121.62142857142858,"9,7"
SBCF,SBGR,2020-02,394,70.5625,84.903125,"7,2"
SBGR,SBRF,2021-06,394,170.9033333333333,184.90000000000003,"7,0"
SBPA,SBGR,2021-01,394,93.25,105.50333333333333,"6,1"
SBGR,SBRF,2019-09,393,171.59333333333333,186.31333333333336,"7,4"
SBCF,SBGR,2022-01,391,67.32666666666667,79.00666666666667,"5,8"
SBGR,SBRF,2021-11,391,169.32142857142858,182.9928571428571,"6,8"
SBRF,SBGR,2019-09,390,187.69999999999996,201.07999999999998,"6,7"
SBRF,SBGR,2021-06,389,188.06666666666663,203.58666666666667,"7,8"
SBRJ,SBBR,2020-02,389,96.80000000000001,109.70312499999999,"6,5"
SBCT,SBGR,2019-03,388,63.89,75.52666666666666,"5,8"
SBGR,SBBR,2019-12,388,93.92142857142858,110.2535714285714,"8,2"
SBPA,SBGR,2022-01,388,97.15,110.64285714285714,"6,7"
SBBR,SBSP,2022-01,387,93.19615384615386,106.26923076923075,"6,5"
SBRF,SBGR,2019-10,387,187.94333333333333,201.02333333333334,"6,5"
SBCF,SBGR,2019-02,386,71.6125,84.80937500000002,"6,6"
SBCT,SBGR,2019-06,386,60.79375,71.52812499999999,"5,4"
SBGR,SBRF,2022-05,386,173.31785714285712,187.97142857142856,"7,3"
SBPA,SBGR,2021-09,386,95.36999999999998,105.77666666666667,"5,2"
SBSV,SBGR,2019-04,386,143.64666666666665,159.24666666666664,"7,8"
SBFZ,SBGR,2019-10,385,202.44285714285715,212.71428571428575,"5,1"
SBGR,SBCT,2019-06,385,54.82666666666667,64.91,"5,0"
SBGR,SBFZ,2019-11,385,194.92142857142858,207.6071428571429,"6,3"
SBCF,SBGR,2021-12,384,70.38214285714285,81.52142857142857,"5,6"
SBGR,SBBR,2019-01,384,91.53846153846153,101.91538461538462,"5,2"
SBGR,SBPA,2021-09,384,95.48333333333333,107.11333333333333,"5,8"
SBGR,SBCF,2021-11,383,61.29642857142858,74.47857142857141,"6,6"
SBCT,SBGR,2019-05,382,61.68666666666666,71.35333333333332,"4,8"
SBFL,SBGR,2019-07,382,69.08214285714286,78.07142857142857,"4,5"
SBGR,SBFL,2019-07,382,71.54285714285714,82.23214285714286,"5,3"
SBGR,SBPA,2020-12,382,94.77142857142857,105.25,"5,2"
SBCF,SBGR,2021-11,381,69.3,82.31071428571428,"6,5"
SBPA,SBSP,2019-02,381,86.453125,101.39687500000001,"7,5"
SBSP,SBPA,2021-11,381,92.93571428571428,104.49285714285713,"5,8"
SBRF,SBGR,2022-05,380,189.275,205.30714285714288,"8,0"
SBGR,SBFZ,2019-02,379,197.04,210.59,"6,8"
SBSP,SBCF,2022-01,379,66.41785714285714,76.77857142857142,"5,2"
SBSP,SBCT,2019-06,379,51.215625,61.856249999999996,"5,3"
SBGR,SBCF,2022-01,378,64.33571428571427,77.89285714285714,"6,8"
SBGR,SBRF,2019-05,378,174.10357142857143,187.1357142857143,"6,5"
SBCF,SBSP,2022-01,377,69.84642857142858,82.70357142857144,"6,4"
SBGR,SBBR,2021-12,377,90.8153846153846,104.16538461538462,"6,7"
SBGR,SCEL,2019-07,377,246.88076923076926,273.5769230769231,"13,3"
SBGR,SBCT,2019-11,376,54.86785714285715,64.025,"4,6"
SBPA,SBSP,2022-01,376,86.79642857142858,97.70714285714284,"5,5"
SBRJ,SBBR,2022-05,376,104.23928571428569,116.04642857142856,"5,9"
SBRJ,SBGR,2019-07,376,60.707142857142856,70.92142857142858,"5,1"
SBBR,SBGR,2020-01,375,99.36923076923077,111.60769230769232,"6,1"
SBBR,SBRJ,2022-01,375,95.77307692307691,107.6,"5,9"
SBSP,SBSV,2022-01,375,135.36785714285713,146.78571428571428,"5,7"
SCEL,SBGR,2019-07,375,213.21153846153845,237.04999999999998,"11,9"
SBCT,SBGR,2019-04,374,62.136666666666656,75.87999999999998,"6,9"
SBGR,SBFZ,2019-07,374,195.43928571428572,209.65714285714284,"7,1"
SAEZ,SBGR,2019-11,373,155.3576923076923,167.95000000000002,"6,3"
SBCF,SBGR,2022-05,373,68.80714285714285,78.68928571428572,"4,9"
SBGR,SBRJ,2019-07,373,50.260714285714286,61.05,"5,4"
SBRJ,SBBR,2019-05,373,100.14666666666668,112.46,"6,2"
SBBR,SBSP,2021-11,372,95.41153846153847,106.46538461538461,"5,5"
SBGR,SBCT,2019-05,372,55.33214285714285,65.45,"5,1"
SBSP,SBRF,2022-05,372,177.33076923076925,191.66153846153844,"7,2"
SBRJ,SBBR,2022-01,371,97.17692307692307,107.26923076923077,"5,0"
SBCF,SBGR,2019-06,370,70.15714285714286,79.95357142857142,"4,9"
SBGR,SBGL,2019-01,370,54.48461538461538,66.44615384615385,"6,0"
SBBR,SBGR,2019-07,369,95.41538461538462,106.24615384615385,"5,4"
SBBR,SBSP,2021-10,369,93.5653846153846,105.35,"5,9"
SBGR,SBBR,2019-08,369,93.3576923076923,101.6576923076923,"4,2"
SBGR,SBCF,2019-04,369,63.08333333333333,75.58666666666666,"6,3"
SBRF,SBGR,2021-09,369,186.66071428571428,197.8821428571428,"5,6"
SBRF,SBGR,2021-10,369,187.46071428571432,202.66428571428574,"7,6"
SBSV,SBSP,2021-12,369,146.57692307692307,160.17307692307693,"6,8"
SBGR,SBRF,2022-02,368,175.43214285714285,187.48571428571427,"6,0"
SBRJ,SBBR,2019-06,368,99.90625,110.484375,"5,3"
SBRJ,SBBR,2019-07,368,100.58666666666667,110.71666666666667,"5,1"
SBBR,SBGR,2019-08,367,95.17307692307692,105.53846153846153,"5,2"
SBBR,SBRJ,2019-05,367,95.18333333333334,105.78333333333335,"5,3"
SBFZ,SBGR,2019-04,367,203.38666666666668,216.10666666666665,"6,4"
SBGR,SBRJ,2020-01,367,51.78846153846154,65.63076923076923,"6,9"
SBGR,SBRJ,2021-11,367,49.073076923076925,60.47692307692307,"5,7"
SBPA,SBSP,2022-04,367,84.96000000000001,95.45333333333333,"5,2"
SBCF,SBGR,2021-08,366,68.54230769230769,77.94615384615385,"4,7"
SBFL,SBGR,2019-09,366,68.16428571428571,77.81071428571428,"4,8"
SBGR,SBBR,2019-03,366,92.07857142857144,104.88928571428572,"6,4"
SBRF,SBGR,2022-02,366,184.4107142857143,196.13571428571427,"5,9"
SBBR,SBGR,2019-12,365,96.46923076923076,112.36153846153846,"7,9"
SBCF,SBGR,2019-04,365,71.41666666666667,84.79666666666665,"6,7"
SBGR,SAEZ,2019-11,365,167.81153846153848,182.13076923076926,"7,2"
SBGR,SBBR,2019-07,365,92.05000000000001,104.6,"6,3"
SBRF,SBGR,2020-12,365,181.63076923076926,198.7269230769231,"8,5"
SBCF,SBGR,2019-11,364,71.49642857142858,83.05357142857143,"5,8"
SBGR,SBFL,2019-12,364,70.32307692307693,83.0153846153846,"6,3"
SBRJ,SBCF,2019-10,364,56.70357142857142,62.792857142857144,"3,0"
SBRJ,SBGR,2020-01,364,61.111538461538466,73.44615384615385,"6,2"
SBBR,SBRJ,2019-07,363,94.93333333333335,105.23666666666666,"5,2"
SBRJ,SBSP,2019-09,363,56.23666666666667,68.8,"6,3"
SBRJ,SBSP,2021-02,362,55.09333333333334,63.54333333333333,"4,2"
SBGR,SBFZ,2019-08,361,195.57692307692307,210.67307692307693,"7,5"
SBBR,SBGR,2019-03,360,98.78571428571429,113.6392857142857,"7,4"
SBGR,SBBR,2022-01,360,93.18333333333334,106.71666666666668,"6,8"
SBSP,SBRJ,2019-09,360,51.970000000000006,63.919999999999995,"6,0"
SBSV,SBSP,2022-05,360,146.98076923076925,163.26923076923077,"8,1"
SBBR,SBSP,2021-09,359,93.85384615384616,105.30000000000001,"5,7"
SBCF,SBGR,2021-09,359,69.0576923076923,79.02692307692307,"5,0"
SBGR,SBCF,2021-09,359,61.0846153846154,70.3076923076923,"4,6"
SBGR,SCEL,2019-01,359,237.22916666666666,255.50833333333333,"9,1"
SBSP,SBSV,2021-12,359,127.69999999999999,139.90384615384616,"6,1"
SBBR,SBGR,2019-04,358,97.44642857142857,110.99642857142858,"6,8"
SBBR,SBRJ,2022-05,358,93.98461538461537,104.7653846153846,"5,4"
SBGR,SBCF,2021-08,358,60.66153846153846,68.47307692307693,"3,9"
SBGR,SBCT,2022-01,358,55.10000000000001,64.94230769230771,"4,9"
SBGR,SBRJ,2021-12,358,49.324999999999996,59.67916666666667,"5,2"
SBPA,SBGR,2021-08,358,97.30000000000001,110.27307692307691,"6,5"
SBBR,SBGR,2022-01,357,94.6125,107.77083333333333,"6,6"
SBCT,SBGR,2020-02,357,61.871428571428574,75.99285714285713,"7,1"
SBSP,SBPA,2022-01,357,87.22692307692309,99.36538461538461,"6,1"
SBSV,SBSP,2022-04,357,142.69642857142858,154.35714285714286,"5,8"
SBGR,SBBR,2019-11,356,93.97307692307693,106.91153846153846,"6,5"
SBGR,SBCF,2022-05,356,62.03846153846154,75.21538461538461,"6,6"
SBGR,SBBR,2020-01,355,96.01666666666667,106.97083333333335,"5,5"
SBGR,SBCT,2021-12,355,56.991666666666674,67.85,"5,4"
SBSP,SBPA,2022-04,355,90.87857142857145,101.98571428571428,"5,6"
SBBR,SBGR,2019-10,354,97.81153846153846,106.2653846153846,"4,2"
SBBR,SBGR,2019-11,354,96.66923076923078,111.33461538461539,"7,3"
SBFL,SBGR,2019-08,354,69.28846153846153,77.9423076923077,"4,3"
SBGR,SBRF,2019-06,354,174.80714285714285,187.81071428571428,"6,5"
SBRF,SBGR,2019-06,354,188.3821428571428,200.2607142857143,"5,9"
SBRF,SBGR,2019-11,354,184.95000000000002,199.3571428571429,"7,2"
SBSP,SBSV,2022-04,354,131.75714285714287,143.06071428571428,"5,7"
SCEL,SBGR,2019-01,353,228.12916666666663,252.15833333333333,"12,0"
SBFL,SBGR,2019-10,352,69.43461538461538,76.43076923076923,"3,5"
SBGR,SBBR,2019-04,352,91.45000000000002,104.7269230769231,"6,6"
SBGR,SBBR,2019-09,352,91.23846153846154,102.14615384615385,"5,5"
SBRJ,SBGR,2021-08,352,57.79583333333333,67.62916666666666,"4,9"
SBCF,SBRJ,2019-10,351,58.78214285714286,65.28571428571428,"3,3"
SBGR,SBCF,2020-12,351,62.70769230769231,73.80769230769229,"5,6"
SBGR,SBCT,2020-02,351,55.87857142857143,66.57142857142857,"5,3"
SBGR,SBRJ,2021-08,351,49.38333333333333,58.487500000000004,"4,6"
SBPA,SBGR,2021-06,351,97.71153846153847,109.55384615384614,"5,9"
SBFZ,SBGR,2019-09,350,202.54230769230767,214.62307692307692,"6,0"
SBGR,SBCF,2019-11,350,63.31153846153847,75.07307692307691,"5,9"
SBGR,SBPA,2020-11,350,98.76923076923079,110.9576923076923,"6,1"
SBRJ,SBBR,2019-01,350,97.18461538461537,106.73846153846155,"4,8"
SBBR,SBGR,2021-11,349,97.39166666666665,108.52916666666665,"5,6"
SBBR,SBRJ,2019-06,349,95.96666666666667,106.16666666666667,"5,1"
SBBR,SBRJ,2021-12,349,96.75,108.22083333333332,"5,7"
SBGR,SBRF,2019-11,349,174.6076923076923,189.06923076923078,"7,2"
SBSV,SBSP,2022-01,349,139.5653846153846,153.54999999999998,"7,0"
SBGR,SBGL,2019-09,348,50.99285714285714,63.64999999999999,"6,3"
SBRJ,SBBR,2021-12,348,98.96249999999999,110.27499999999999,"5,7"
SBRJ,SBGR,2021-11,348,56.81666666666666,69.625,"6,4"
SBCT,SBGR,2019-11,347,62.034615384615385,73.37692307692308,"5,7"
SBBR,SBGR,2019-02,346,99.17857142857143,113.14999999999999,"7,0"
SBGL,SBGR,2019-01,346,66.22083333333333,85.71249999999999,"9,7"
SBGR,SCEL,2019-02,346,240.17692307692312,258.4423076923077,"9,1"
SBRJ,SBGR,2021-12,346,58.17083333333334,70.72499999999998,"6,3"
SBBR,SBGR,2019-09,345,96.33846153846153,108.49230769230768,"6,1"
SBFL,SBGR,2019-12,345,70.19583333333334,83.47083333333333,"6,6"
SBKP,SBRJ,2022-05,345,57.55384615384615,70.4423076923077,"6,4"
SBPA,SBGR,2020-11,345,94.23461538461538,106.46923076923076,"6,1"
SBBR,SBGR,2019-05,344,94.16538461538462,106.39615384615384,"6,1"
SBBR,SBRJ,2021-10,344,95.03076923076924,104.97307692307693,"5,0"
SBCT,SBGR,2022-01,344,60.75,72.56666666666666,"5,9"
SBCT,SBGR,2021-12,343,59.30416666666667,71.58749999999999,"6,1"
SBRF,SBSP,2022-05,343,194.28750000000002,210.97916666666666,"8,3"
SBRJ,SBBR,2021-10,343,100.35384615384615,111.0923076923077,"5,4"
SBRJ,SBKP,2022-05,343,68.46153846153847,79.96153846153847,"5,8"
SBBR,SBRJ,2019-01,342,99.27692307692308,107.83076923076922,"4,3"
SBFL,SBGR,2019-05,342,68.26923076923077,77.34615384615384,"4,5"
SBGR,SBFL,2019-09,342,71.79615384615384,81.07307692307691,"4,6"
SBGR,SBRF,2021-02,342,172.42857142857142,183.23928571428573,"5,4"
SCEL,SBGR,2019-02,342,220.64999999999998,238.2269230769231,"8,8"
SBGR,SBCF,2021-07,341,61.21923076923077,70.7076923076923,"4,7"
SBGR,SBFL,2019-10,341,70.51923076923077,78.98846153846154,"4,2"
SBRJ,SBCF,2020-01,341,56.24615384615385,64.23461538461538,"4,0"
SBGR,SBFL,2019-05,340,70.43461538461538,81.15384615384616,"5,4"
SBCF,SBRJ,2020-01,339,59.63461538461539,65.54615384615384,"3,0"
SBCT,SBGR,2019-02,338,64.23214285714286,76.99285714285715,"6,4"
SBRJ,SBBR,2021-07,338,99.24166666666667,111.79583333333333,"6,3"
SBRJ,SBCF,2019-12,338,56.19615384615385,63.65384615384615,"3,7"
SBSP,SBBR,2021-08,338,95.8125,105.6125,"4,9"
SBSP,SBBR,2021-10,337,96.5625,108.49166666666666,"6,0"
SBBR,SBRJ,2022-04,336,96.75769230769232,108.08076923076922,"5,7"
SBGR,SBBR,2019-05,336,92.14999999999999,103.37916666666668,"5,6"
SBGR,SBRJ,2022-05,336,51.179166666666674,62.25833333333333,"5,5"
SBCF,SBBR,2020-01,335,74.41250000000001,83.29166666666667,"4,4"
SBFZ,SBGR,2019-02,335,204.23076923076923,217.66923076923075,"6,7"
SBGR,SBBR,2019-10,335,91.17916666666667,100.88333333333334,"4,9"
SBSP,SBBR,2021-09,335,93.81666666666666,104.72500000000001,"5,5"
SBBR,SBGR,2019-06,334,94.66538461538462,105.92307692307693,"5,6"
SBBR,SBRJ,2021-07,334,93.6875,104.96250000000002,"5,6"
SBBR,SBSP,2021-08,334,92.53333333333335,104.3125,"5,9"
SBGR,SBRJ,2021-09,334,49.416666666666664,58.20416666666666,"4,4"
SBRJ,SBGR,2020-02,334,58.0923076923077,73.04615384615386,"7,5"
SBRJ,SBGR,2021-09,334,57.07916666666667,66.20833333333333,"4,6"
SBRJ,SBGR,2022-05,334,59.1,69.25416666666668,"5,1"
SBCT,SBGR,2022-05,333,58.12916666666667,68.90833333333333,"5,4"
SBGR,SBRJ,2020-02,333,50.873076923076916,66.47692307692307,"7,8"
SBBR,SBGR,2021-12,332,96.46363636363635,110.05454545454545,"6,8"
SBCF,SBGR,2020-12,332,67.94166666666668,80.7875,"6,4"
SBGR,SBRJ,2022-01,332,51.30909090909092,64.41363636363636,"6,6"
SBPA,SBSP,2021-11,331,82.70416666666668,93.37083333333334,"5,3"
SBBR,SBCF,2020-01,330,72.14583333333333,80.10000000000001,"4,0"
SBRF,SBSP,2022-04,330,189.7653846153846,201.57692307692304,"5,9"
SBRJ,SBBR,2022-04,330,100.68076923076923,111.24615384615383,"5,3"
SBRJ,SBGR,2019-12,330,59.633333333333326,73.46666666666667,"6,9"
SBBR,SBRJ,2021-09,329,95.77083333333333,106.91666666666664,"5,6"
SBCF,SBGR,2021-07,329,69.3,79.78076923076924,"5,2"
SBFZ,SBGR,2019-08,329,199.13750000000002,212.24583333333337,"6,6"
SBRJ,SBBR,2021-09,329,98.6375,108.20833333333333,"4,8"
SBGR,SBBR,2019-02,328,94.60769230769232,108.37307692307692,"6,9"
SBCF,SBGR,2021-01,327,66.85,78.83333333333333,"6,0"
SBGR,SBBR,2021-10,327,93.79583333333335,105.55,"5,9"
SCEL,SBGR,2019-03,327,220.4375,237.14583333333334,"8,4"
SBGR,SBCF,2021-01,326,62.4625,73.9875,"5,8"
SBGR,SBPA,2021-07,326,99.52083333333333,112.02083333333333,"6,3"
SBPA,SBGR,2020-12,326,91.97083333333335,107.08749999999999,"7,6"
SBRF,SBGR,2021-02,326,186.95,201.28461538461536,"7,2"
SBGR,SBBR,2022-05,325,94.79166666666667,107.30000000000001,"6,3"
SBGR,SBRJ,2019-12,325,51.958333333333336,66.75,"7,4"
SBSP,SBCT,2020-02,325,51.61153846153846,65.5423076923077,"7,0"
SBGR,SBBR,2021-11,324,93.06363636363636,106.4,"6,7"
SBGR,SBFZ,2020-02,324,193,209.1833333333333,"8,1"
SBGR,SBSV,2021-12,324,126.17272727272729,138.50000000000003,"6,2"
SBRJ,SBBR,2019-03,324,100.13076923076923,110.7346153846154,"5,3"
SBRJ,SBCF,2019-07,324,58.275,65.55,"3,6"
SBFL,SBSP,2020-01,323,61.82727272727273,69.97727272727273,"4,1"
SBGR,SBCT,2022-05,323,57.175000000000004,68.5125,"5,7"
SBGR,SBFZ,2022-01,323,195.15454545454543,208.2818181818182,"6,6"
SBGR,SBPA,2021-06,323,98.79166666666667,112.04166666666664,"6,6"
SBPA,SBGR,2022-03,323,99.71538461538461,113.58846153846154,"6,9"
SBPA,SBGR,2022-04,323,93.94583333333333,104.72916666666667,"5,4"
SBSP,SBFL,2020-01,323,65.84545454545454,76.87272727272727,"5,5"
SBSP,SBRJ,2021-02,323,51.03846153846154,58.411538461538456,"3,7"
SBFZ,SBGR,2022-01,322,201.30909090909088,213.54090909090908,"6,1"
SBGR,SCEL,2019-08,322,243.87727272727273,264.78181818181815,"10,5"
SBRF,SBGR,2021-05,322,187.22916666666666,204.11666666666665,"8,4"
SBCT,SBSP,2020-02,321,52.815384615384616,67.18076923076922,"7,2"
SBGR,SBBR,2019-06,321,91.15833333333335,102.47083333333335,"5,7"
SBGR,SBFL,2019-08,321,72.20833333333333,81.70833333333333,"4,8"
SCEL,SBGR,2019-08,321,216.46363636363637,233.9181818181818,"8,7"
SBBR,SBSP,2021-07,320,94.6875,106.19583333333333,"5,8"
SBGR,SBBR,2021-09,320,91.46666666666665,102.03750000000001,"5,3"
SBGR,SBFI,2020-01,320,94.27272727272727,102.22727272727273,"4,0"
SBGR,SBPA,2020-10,320,100.17083333333335,111.09583333333335,"5,5"
SBGR,SBRF,2022-04,320,173.67916666666667,184.39583333333334,"5,4"
SBFZ,SBGR,2020-02,319,201.36666666666667,216.87499999999997,"7,8"
SBGR,SBBR,2021-08,319,93.53750000000001,103.82083333333333,"5,1"
SBBR,SBGR,2021-09,318,97.49166666666667,108.42083333333335,"5,5"
SBFI,SBGR,2020-01,318,96.35454545454546,109.1090909090909,"6,4"
SBFL,SBGR,2020-02,318,69.40416666666668,81.68750000000001,"6,1"
SBRF,SBGR,2022-04,318,184.92083333333332,196.36666666666667,"5,7"
SBCF,SBBR,2019-12,317,74.61666666666667,84.57916666666667,"5,0"
SBGR,SBBR,2021-07,317,92.92083333333335,103.8625,"5,5"
SBGR,SBFZ,2019-04,317,192.26923076923077,204.45384615384617,"6,1"
SBPA,SBGR,2020-10,317,92.57083333333333,102.2958333333333,"4,9"
SBRJ,SBGR,2022-04,317,59.00833333333333,69.04166666666667,"5,0"
SBSP,SBRJ,2021-05,317,49.800000000000004,56.78076923076923,"3,5"
SBCF,SBRJ,2019-12,316,57.9375,65.96666666666667,"4,0"
SBCF,SBRJ,2019-07,315,60.00416666666667,67.21249999999999,"3,6"
SBGR,SBSV,2021-11,315,126.85000000000001,139.70454545454544,"6,4"
SBRJ,SBSP,2021-05,315,55.815384615384616,64.45384615384616,"4,3"
SBSP,SBRF,2022-01,315,179.72272727272727,192.44545454545457,"6,4"
SBBR,SBCF,2019-12,314,70.19166666666668,79.3625,"4,6"
SBSP,SBSV,2019-01,314,135.39583333333334,149.04583333333332,"6,8"
SBBR,SBRJ,2022-03,313,98.37692307692308,107.7153846153846,"4,7"
SBCF,SBSP,2021-01,313,69.38333333333334,80.15833333333333,"5,4"
SBGR,SBFL,2020-02,313,70.6625,80.44583333333334,"4,9"
SBGR,SBRJ,2021-10,313,49.58636363636363,59.195454545454545,"4,8"
SBRJ,SBGR,2021-10,313,57.53181818181818,67.63636363636364,"5,1"
SBSV,SBGR,2021-11,311,142.6818181818182,155.87272727272727,"6,6"
SBBR,SBRJ,2021-08,310,92.52272727272727,103.19090909090909,"5,3"
SBGR,SBGL,2019-11,310,50.7409090909091,63.895454545454534,"6,6"
SBGR,SBGL,2019-12,310,52.91363636363636,70.82727272727273,"9,0"
SBGR,SBRJ,2022-04,310,49.45416666666667,60.833333333333336,"5,7"
SBGR,SCEL,2019-03,310,239.8590909090909,256.40000000000003,"8,3"
SBSP,SBRF,2022-04,310,177.76666666666665,190.77916666666667,"6,5"
SBGL,SBGR,2019-12,309,63.41363636363636,80.01363636363637,"8,3"
SBGR,SBGL,2019-02,309,53.67083333333333,66.93750000000001,"6,6"
SBBR,SBSP,2022-02,308,93.49166666666667,104.80416666666666,"5,7"
SBGR,SBCT,2021-11,308,57.23181818181819,68.27272727272727,"5,5"
SBRJ,SBBR,2021-08,308,101.9,112.67727272727274,"5,4"
SBRJ,SBGR,2019-10,308,59.854166666666664,68.60833333333333,"4,4"
SBSP,SBBR,2022-02,308,94.05,108.17916666666666,"7,1"
SBGR,SBBR,2020-12,307,91.77272727272728,104.12727272727274,"6,2"
SBRF,SBSP,2022-01,307,187.22272727272727,201.20909090909092,"7,0"
SBBR,SBGR,2022-05,306,93.41818181818181,103.91363636363639,"5,2"
SBCF,SBRJ,2020-02,306,58.83076923076923,70.57692307692308,"5,9"
SBCF,SBSP,2021-10,306,71.325,82.07916666666667,"5,4"
SBFL,SBSP,2022-05,306,62.26363636363636,71.07272727272726,"4,4"
SBGR,SBGL,2020-01,306,52.75909090909091,65.97272727272728,"6,6"
SBSP,SBFL,2022-05,306,65.46818181818182,78.05,"6,3"
SBBR,SBRJ,2020-12,305,96.86363636363636,106.72727272727273,"4,9"
SBBR,SBRJ,2022-02,305,96.86250000000001,106.95833333333333,"5,0"
SBGR,SBRF,2021-03,305,174.0875,185.51250000000002,"5,7"
SBRJ,SBBR,2022-03,305,97.37692307692308,106.01538461538462,"4,3"
SBCT,SBGR,2021-11,304,60.30454545454545,72.84090909090911,"6,3"
SBGL,SBGR,2019-03,304,65.65454545454544,77.44545454545454,"5,9"
SBRJ,SBBR,2021-01,304,95.40454545454546,106.4,"5,5"
SBRJ,SBBR,2022-02,304,97.96666666666665,109.9375,"6,0"
SBRJ,SBCF,2022-05,304,57.56818181818182,68.42727272727274,"5,4"
SBRJ,SBGR,2021-01,304,55.095000000000006,65.31,"5,1"
SBBR,SBCF,2019-11,303,69.14999999999999,78.00833333333334,"4,4"
SBBR,SBRJ,2021-01,303,99.49545454545455,108,"4,3"
SBCF,SBRJ,2022-05,303,57.040909090909096,67.91818181818181,"5,4"
SBFL,SBGR,2019-06,303,67.90416666666667,78.32916666666667,"5,2"
SBGR,SBBR,2021-01,303,89.86818181818181,99.55454545454546,"4,8"
SBGR,SBCT,2020-12,303,54.39545454545455,64.66818181818182,"5,1"
SBGR,SBPA,2022-04,303,94.56818181818181,104.07272727272726,"4,8"
SBGR,SBRJ,2021-01,303,49.89,59.58,"4,8"
SBRF,SBGR,2021-03,303,184.4125,196.9958333333333,"6,3"
SBGR,SBFZ,2021-12,302,186.8,201.145,"7,2"
SBRJ,SBBR,2020-12,302,99.69090909090909,110.7090909090909,"5,5"
SBBR,SBGR,2021-08,301,94.7681818181818,106.06818181818181,"5,7"
SBGR,SBFL,2019-06,300,70.27916666666668,80.91666666666667,"5,3"
SBRJ,SBGR,2022-01,300,54.975,66.635,"5,8"
SBSV,SBGR,2021-12,300,142.06,157.215,"7,6"
SBGR,SBGL,2019-03,299,52.89090909090908,65.27727272727272,"6,2"
SBRJ,SBGR,2021-07,299,57.94500000000001,68.66999999999999,"5,4"
SBGR,SBCF,2022-04,298,60.67727272727273,72.59090909090911,"6,0"
SBRF,SBFZ,2020-01,298,75.07727272727273,83.27272727272727,"4,1"
SBSP,SBBR,2020-12,298,93.345,105.50999999999999,"6,1"
SBSP,SBCF,2020-12,298,64.56818181818181,75.13636363636364,"5,3"
SBGR,SBRF,2021-05,297,169.84545454545454,185.61363636363637,"7,9"
SBGR,SBRJ,2021-07,297,49.63,59.48,"4,9"
SBRF,SBGR,2020-10,297,184.9,197.6818181818182,"6,4"
SBRJ,SBGR,2020-12,297,56.8,68.255,"5,7"
SBSP,SBBR,2021-01,297,91.965,102.31500000000001,"5,2"
SBFZ,SBGR,2021-12,296,207.175,225.84499999999997,"9,3"
SBGR,SBFZ,2021-11,296,190.33499999999998,204.075,"6,9"
SBBR,SBCF,2020-02,295,70.05416666666666,78.81666666666666,"4,4"
SBCF,SBKP,2022-05,295,69.62727272727273,81.69090909090909,"6,0"
SBCF,SBSP,2020-12,295,69.36363636363636,80.5909090909091,"5,6"
SBCT,SBGR,2021-10,295,58.186363636363645,70.54090909090907,"6,2"
SBGR,SCEL,2019-12,295,243.9,265.3,"10,7"
SBSP,SBSV,2020-01,295,135.295,147.195,"6,0"
SCEL,SBGR,2019-12,295,217.39499999999998,240.98000000000002,"11,8"
SBBR,SBSP,2021-01,294,93.06,104.44000000000001,"5,7"
SBGR,SBCT,2021-10,294,56.85,66.60000000000001,"4,9"
SBKP,SBCF,2022-05,294,63.71363636363637,75.31818181818181,"5,8"
SBRJ,SBCF,2019-05,294,57.616666666666674,66.72083333333332,"4,6"
SBSP,SBCF,2021-01,294,63.849999999999994,71.96818181818182,"4,1"
SBPA,SBGR,2022-02,293,97.52083333333333,110.18333333333334,"6,3"
