ADEP,ADES,Date,Arrivals,P15,P85,(P85-P15)/2
SBCT,SBFI,2022-03,51,67,77.7,"5,4"
SBCT,SBRJ,2021-09,51,72,79.275,"3,6"
SBCX,SBSP,2019-03,51,78.525,90.67500000000001,"6,1"
SBCX,SBSP,2019-06,51,79,86.35,"3,7"
SBCY,SBCT,2021-12,51,118.875,129.725,"5,4"
SBCY,SBGO,2019-09,51,76.375,83.075,"3,4"
SBCY,SBGO,2020-01,51,80,86.6,"3,3"
SBCY,SBGO,2021-12,51,76.675,84.75,"4,0"
SBCY,SBPV,2020-08,51,107.75,117.15,"4,7"
SBCY,SBPV,2021-12,51,107.85,115.9,"4,0"
SBCY,SBSI,2020-02,51,55.6,61.4,"2,9"
SBDN,SBKP,2019-11,51,78.5,90.30000000000001,"5,9"
SBDN,SBKP,2021-10,51,75.125,81.55,"3,2"
SBDO,SBKP,2019-01,51,125,138.325,"6,7"
SBDO,SBKP,2019-04,51,123.8,130.25,"3,2"
SBDO,SBKP,2019-09,51,116.975,126.7,"4,9"
SBDO,SBSP,2019-11,51,137.5,137.5,"0,0"
SBEG,SBBE,2020-09,51,121.1,132.925,"5,9"
SBEG,SBBE,2021-06,51,122.075,130.8,"4,4"
SBEG,SBFZ,2021-08,51,197.925,211.575,"6,8"
SBEG,SBFZ,2021-10,51,199.175,207.825,"4,3"
SBEG,SBPV,2020-10,51,78.025,88.80000000000001,"5,4"
SBEG,SBUY,2019-05,51,93.725,102.325,"4,3"
SBEG,SBUY,2022-05,51,94.17500000000001,105.05,"5,4"
SBFI,SBCT,2021-12,51,58.3,67.95,"4,8"
SBFI,SBSP,2019-03,51,85,96.15,"5,6"
SBFI,SBSP,2019-10,51,88.725,98.425,"4,8"
SBFL,SBBR,2020-02,51,119.675,130.9,"5,6"
SBFL,SBBR,2020-10,51,122.5,131.325,"4,4"
SBFL,SBBR,2021-07,51,121.75,133.15,"5,7"
SBFL,SBGL,2019-02,51,89.5,98.5,"4,5"
SBFL,SBPA,2021-09,51,54.175,63.95,"4,9"
SBFL,SBRJ,2022-01,51,79.35,87.975,"4,3"
SBFL,SBRJ,2022-03,51,79.8,87.125,"3,7"
SBFN,SBRF,2019-04,51,62.2,69.5,"3,7"
SBFN,SBRF,2019-06,51,62.5,69.6,"3,5"
SBFZ,SBCF,2022-04,51,159.725,166.5,"3,4"
SBFZ,SBKP,2022-01,51,195.675,210,"7,2"
SBGL,KMIA,2022-02,51,496.8,523.95,"13,6"
SBGL,LPPT,2019-08,51,582.5,582.5,"0,0"
SBGL,MPTO,2019-02,51,444,472.5,"14,3"
SBGL,SBAR,2019-09,51,133.5,144.5,"5,5"
SBGL,SBCF,2019-06,51,61.175,69.5,"4,2"
SBGL,SBCF,2021-11,51,58,68.5,"5,3"
SBGL,SBFL,2019-02,51,98,107.44999999999999,"4,7"
SBGL,SBGR,2020-05,51,58.4,66.1,"3,8"
SBGL,SBJP,2019-11,51,170.5,181,"5,3"
SBGL,SBJP,2020-12,51,175.35,191.95,"8,3"
SBGL,SBMO,2020-02,51,148.575,162.64999999999998,"7,0"
SBGL,SBNF,2022-03,51,87.9,103.25,"7,7"
SBGL,SPJC,2019-03,51,315.275,340,"12,4"
SBGO,SBBR,2019-12,51,37,46,"4,5"
SBGO,SBBR,2021-08,51,35.25,40.575,"2,7"
SBGO,SBKP,2022-01,51,84.875,95.625,"5,4"
SBGO,SBRP,2019-06,51,85,87.5,"1,3"
SBGR,KMIA,2020-03,51,478.775,502.4,"11,8"
SBGR,LFPG,2022-02,51,649.5,680.2,"15,3"
SBGR,LFPG,2022-03,51,633.8,672.85,"19,5"
SBGR,LFPG,2022-04,51,647.175,680.3,"16,6"
SBGR,MMMX,2022-01,51,546.45,568.65,"11,1"
SBGR,SABE,2021-11,51,157.5,170,"6,3"
SBGR,SBAR,2020-07,51,145.175,160.6,"7,7"
SBGR,SBAR,2021-05,51,145.275,158,"6,4"
SBGR,SBCH,2019-01,51,82.1,100.025,"9,0"
SBGR,SBCH,2021-01,51,87,96.82499999999999,"4,9"
SBGR,SBCH,2022-03,51,87.075,101.475,"7,2"
SBGR,SBCH,2022-04,51,91.15,103.425,"6,1"
SBGR,SBGO,2020-07,51,88.475,97.125,"4,3"
SBGR,SBIL,2021-05,51,108.35,123.975,"7,8"
SBGR,SBJU,2019-06,51,169.175,182,"6,4"
SBGR,SBJU,2020-12,51,165.925,180.075,"7,1"
SBGR,SBLO,2021-01,51,64.8,72.6,"3,9"
SBGR,SBMO,2020-08,51,155.8,168.325,"6,3"
SBGR,SBPJ,2019-08,51,135.225,148.975,"6,9"
SBGR,SBSR,2021-01,51,60.675,68.5,"3,9"
SBGR,SBSR,2021-10,51,60,69.25,"4,6"
SBGR,SBTE,2019-08,51,183.5,191.975,"4,2"
SBGR,SBTE,2022-04,51,174,186.05,"6,0"
SBGR,SBUL,2021-12,51,67.425,84.975,"8,8"
SBIL,SBBR,2019-03,51,98.425,107.725,"4,6"
SBIL,SBCF,2019-07,51,81.175,88,"3,4"
SBIL,SBGR,2020-02,51,121.575,134.725,"6,6"
SBIL,SBGR,2021-05,51,122.35,133.825,"5,7"
SBIL,SBSP,2019-03,51,127.75,140.15,"6,2"
SBIL,SBSP,2019-04,51,129.675,143.975,"7,1"
SBIL,SBSP,2019-08,51,130,140.325,"5,2"
SBIZ,SBSL,2019-10,51,55.725,60.324999999999996,"2,3"
SBIZ,SBSL,2020-02,51,55.875,60.2,"2,2"
SBJP,SBBR,2021-02,51,157.5,173.6,"8,0"
SBJV,SBKP,2021-03,51,75.075,86,"5,5"
SBJV,SBKP,2021-09,51,58.5,76.07499999999999,"8,8"
SBKG,SBRF,2019-07,51,34,40.2,"3,1"
SBKG,SBRF,2019-10,51,33,37.55,"2,3"
SBKG,SBRF,2020-11,51,35.45,43,"3,8"
SBKG,SBRF,2021-06,51,34,39.4,"2,7"
SBKG,SBRF,2021-11,51,33.65,41.75,"4,1"
SBKG,SBRF,2022-03,51,33.5,40.175,"3,3"
SBKG,SBRF,2022-05,51,34.95,41.15,"3,1"
SBKP,SBAE,2019-05,51,57.3,66.3,"4,5"
SBKP,SBAE,2019-09,51,53.175,61.625,"4,2"
SBKP,SBAE,2021-09,51,56.175,66.525,"5,2"
SBKP,SBAE,2021-10,51,54.3,67.2,"6,5"
SBKP,SBAE,2021-11,51,57.15,67.325,"5,1"
SBKP,SBAU,2021-10,51,77.575,90.325,"6,4"
SBKP,SBBE,2021-03,51,197.5,209.5,"6,0"
SBKP,SBCA,2019-09,51,80,93.75,"6,9"
SBKP,SBCA,2019-12,51,81,99.65,"9,3"
SBKP,SBCA,2021-01,51,97.675,122.5,"12,4"
SBKP,SBCA,2021-11,51,80.3,102.15,"10,9"
SBKP,SBCH,2019-05,51,87.1,96.95,"4,9"
SBKP,SBDO,2019-01,51,128.05,140.55,"6,3"
SBKP,SBDO,2019-04,51,132.975,143.39999999999998,"5,2"
SBKP,SBDO,2019-09,51,132.625,145.95,"6,7"
SBKP,SBEG,2019-02,51,221.675,233,"5,7"
SBKP,SBEG,2022-01,51,215.25,230.3,"7,5"
SBKP,SBGO,2022-01,51,81.875,89.325,"3,7"
SBKP,SBJV,2019-03,51,67.6,82.69999999999999,"7,5"
SBKP,SBJV,2021-10,51,72.275,84.14999999999999,"5,9"
SBKP,SBMO,2020-11,51,161.175,174.1,"6,5"
SBKP,SBNF,2019-12,51,61.625,68.69999999999999,"3,5"
SBKP,SBPF,2019-06,51,88.825,97.5,"4,3"
SBKP,SBSV,2020-07,51,129,138.5,"4,8"
SBKP,SBZM,2019-04,51,87.675,95.5,"3,9"
SBKP,SBZM,2019-09,51,81,91.25,"5,1"
SBMA,SBBE,2020-10,51,68,75,"3,5"
SBMK,SBCF,2020-09,51,61.375,68.125,"3,4"
SBMK,SBCF,2021-12,51,59.15,70.45,"5,7"
SBML,SBKP,2021-09,51,55.375,63.599999999999994,"4,1"
SBML,SBKP,2021-11,51,56.3,65.4,"4,6"
SBMO,SBBR,2021-02,51,136.65,149.725,"6,5"
SBMO,SBGL,2021-01,51,152.675,161.75,"4,5"
SBMO,SBSP,2021-11,51,177,192.325,"7,7"
SBMO,SBSV,2022-04,51,82.7,92.32499999999999,"4,8"
SBNF,SBGL,2022-03,51,77.8,85.2,"3,7"
SBNF,SBPA,2019-05,51,78.575,89.35,"5,4"
SBNF,SBPA,2022-05,51,67.875,78.2,"5,2"
SBPA,SBBR,2021-02,51,139.5,151.675,"6,1"
SBPA,SBFL,2021-08,51,52.4,59.925,"3,8"
SBPA,SBNF,2019-04,51,75.175,82.65,"3,7"
SBPA,SBNF,2019-05,51,74.325,86.25,"6,0"
SBPF,SBKP,2020-01,51,78.6,89.44999999999999,"5,4"
SBPJ,SBBR,2019-09,51,71,76.5,"2,8"
SBPJ,SBGR,2019-08,51,131.225,142.64999999999998,"5,7"
SBPL,SBRF,2019-12,51,69.5,74.2,"2,4"
SBPL,SBRF,2021-06,51,70.15,81.80000000000001,"5,8"
SBPL,SBRF,2021-10,51,69.95,77.875,"4,0"
SBPL,SBRF,2021-11,51,71.55,98,"13,2"
SBPS,SBBR,2019-09,51,96.675,109.825,"6,6"
SBPS,SBSV,2022-05,51,61.425,69.825,"4,2"
SBPV,SBBR,2019-09,51,163.35,174.15,"5,4"
SBPV,SBBR,2020-12,51,169.175,178.725,"4,8"
SBPV,SBBR,2022-04,51,164.175,172.325,"4,1"
SBPV,SBEG,2020-12,51,78,82,"2,0"
SBPV,SBEG,2021-09,51,79.15,83.475,"2,2"
SBQV,SBCF,2019-05,51,99.725,108.6,"4,4"
SBRF,SBBE,2019-04,51,154.675,165,"5,2"
SBRF,SBBE,2021-02,51,148.55,163.95,"7,7"
SBRF,SBKG,2019-07,51,44.675,51,"3,2"
SBRF,SBKG,2019-10,51,42.125,47.324999999999996,"2,6"
SBRF,SBKG,2020-11,51,41.45,48.5,"3,5"
SBRF,SBKG,2020-12,51,41.675,51.325,"4,8"
SBRF,SBKG,2021-06,51,42.675,49.325,"3,3"
SBRF,SBKG,2021-07,51,42.8,49.325,"3,3"
SBRF,SBKG,2022-03,51,42.825,52.325,"4,8"
SBRF,SBMO,2020-08,51,48.25,54.075,"2,9"
SBRF,SBPL,2019-12,51,70.375,79.7,"4,7"
SBRF,SBPL,2021-10,51,72.225,81.55,"4,7"
SBRF,SBTE,2020-11,51,93.8,101.025,"3,6"
SBRJ,SBCF,2020-09,51,59.875,83.75,"11,9"
SBRJ,SBFL,2022-01,51,80.175,88.825,"4,3"
SBRJ,SBGO,2019-06,51,104.175,114.475,"5,2"
SBRP,SBCF,2019-09,51,78.5,86.825,"4,2"
SBRP,SBGO,2019-02,51,85.15,95.375,"5,1"
SBRP,SBGO,2020-02,51,85,93.375,"4,2"
SBRP,SBKP,2020-07,51,53.074999999999996,65.32499999999999,"6,1"
SBRP,SBRJ,2019-07,51,93.125,100,"3,4"
SBRP,SBRJ,2021-12,51,90.65,100.675,"5,0"
SBRP,SBSP,2021-07,51,64.175,73.45,"4,6"
SBRP,SBSP,2021-11,51,64.375,75.2,"5,4"
SBRP,SBSP,2022-01,51,63.175,74.625,"5,7"
SBSG,SBBR,2019-09,51,157.675,167.325,"4,8"
SBSG,SBFZ,2020-02,51,58.3,64.825,"3,3"
SBSG,SBGL,2020-11,51,182.175,197.75,"7,8"
SBSG,SBRF,2019-06,51,53.5,61.325,"3,9"
SBSG,SBSP,2021-11,51,203.375,217,"6,8"
SBSI,SBCY,2020-02,51,56,61.925,"3,0"
SBSL,SBBE,2019-02,51,64,72.5,"4,3"
SBSL,SBBE,2019-12,51,60.5,66.5,"3,0"
SBSL,SBBR,2021-08,51,138.925,149.95,"5,5"
SBSL,SBCF,2022-01,51,163.175,174.175,"5,5"
SBSL,SBGR,2020-09,51,195.85,213.325,"8,7"
SBSL,SBIZ,2019-10,51,59.725,64.775,"2,5"
SBSL,SBRF,2020-11,51,110.225,149.275,"19,5"
SBSL,SBRF,2021-03,51,109.225,118.55,"4,7"
SBSL,SBRF,2021-11,51,115.175,126.825,"5,8"
SBSP,SBAE,2019-11,51,65,73.3,"4,1"
SBSP,SBCG,2022-02,51,93.025,105.275,"6,1"
SBSP,SBCX,2019-03,51,84.725,98.6,"6,9"
SBSP,SBFI,2019-03,51,90.175,100.325,"5,1"
SBSP,SBFI,2019-09,51,92.5,104,"5,8"
SBSP,SBIL,2019-08,51,119.675,128.5,"4,4"
SBSP,SBMO,2021-01,51,167.85,177.2,"4,7"
SBSP,SBMO,2021-11,51,159.5,168.5,"4,5"
SBSP,SBRP,2021-07,51,66,75,"4,5"
SBSP,SBRP,2021-11,51,65.5,74.625,"4,6"
SBSP,SBRP,2021-12,51,64.875,78.425,"6,8"
SBSP,SBRP,2022-01,51,65.35,75.95,"5,3"
SBSP,SBSR,2022-04,51,58.15,67.05,"4,5"
SBSR,SBSP,2022-04,51,51.075,60.925,"4,9"
SBSV,SBGL,2019-04,51,127.875,135.25,"3,7"
SBSV,SBGL,2022-02,51,124.025,132.475,"4,2"
SBSV,SBKP,2020-07,51,138.85,147.4,"4,3"
SBSV,SBMO,2022-02,51,81.3,90.5,"4,6"
SBSV,SBPS,2022-05,51,62.75,72.075,"4,7"
SBTE,SBBR,2021-05,51,122.25,133.5,"5,6"
SBTE,SBBR,2021-08,51,123.675,131.575,"4,0"
SBTE,SBGR,2019-08,51,180.725,194.1,"6,7"
SBTE,SBGR,2019-09,51,185.75,197.35,"5,8"
SBTE,SBGR,2022-04,51,181.675,189.825,"4,1"
SBTE,SBRF,2021-07,51,91.45,98.275,"3,4"
SBTE,SBRF,2022-02,51,91.025,97.85,"3,4"
SBUL,SBCF,2020-09,51,76.55,83.7,"3,6"
SBUL,SBGR,2019-10,51,70,83.825,"6,9"
SBUL,SBKP,2019-06,51,77.775,93,"7,6"
SBUL,SBKP,2019-12,51,79.275,91.625,"6,2"
SBUR,SBCF,2021-09,51,68.575,80.25,"5,8"
SBUR,SBCF,2021-11,51,69.8,80.5,"5,4"
SBUY,SBEG,2019-05,51,96.95,103.5,"3,3"
SBUY,SBEG,2022-05,51,97.17500000000001,106.275,"4,5"
SBZM,SBKP,2019-04,51,92.5,101.95,"4,7"
SPJC,SBGL,2019-03,51,294.675,321.4,"13,4"
FAOR,SBGR,2019-11,50,594.725,630.85,"18,1"
FAOR,SBGR,2020-02,50,580.6,598,"8,7"
KMIA,SBGR,2020-03,50,479.075,501.45,"11,2"
LFPG,SBGR,2020-03,50,685.6,707.4,"10,9"
LFPG,SBGR,2021-12,50,696.175,715.05,"9,4"
LFPG,SBGR,2022-04,50,675.125,704.175,"14,5"
MPTO,SBGL,2022-04,50,419.6,436.525,"8,5"
SBAR,SBRF,2022-02,50,73,79.55,"3,3"
SBAU,SBKP,2019-02,50,70.5,80.14999999999999,"4,8"
SBAU,SBKP,2021-02,50,70.675,82.375,"5,9"
SBBE,SBBR,2020-08,50,143.89999999999998,152,"4,1"
SBBE,SBBR,2021-02,50,146.025,156.39999999999998,"5,2"
SBBE,SBEG,2022-02,50,119.1,126.425,"3,7"
SBBE,SBMA,2020-02,50,58.95,65.5,"3,3"
SBBE,SBMQ,2020-09,50,55.5,62.4,"3,5"
SBBE,SBMQ,2021-06,50,49.925,55.4,"2,7"
SBBE,SBSL,2020-01,50,59.45,63.5,"2,0"
SBBR,SBCF,2020-08,50,67.1,75.4,"4,1"
SBBR,SBCT,2022-02,50,106.075,116.925,"5,4"
SBBR,SBCY,2019-12,50,95.1,103.1,"4,0"
SBBR,SBCY,2020-10,50,95.5,107.3,"5,9"
SBBR,SBEG,2021-06,50,175.35,185.15,"4,9"
SBBR,SBFL,2020-10,50,128.925,136.825,"4,0"
SBBR,SBFZ,2021-04,50,147.6,156.275,"4,3"
SBBR,SBGL,2022-03,50,96.675,105.3,"4,3"
SBBR,SBGO,2019-11,50,36,44.4,"4,2"
SBBR,SBGO,2021-07,50,41.675,48.575,"3,5"
SBBR,SBKP,2020-06,50,89.1,96.4,"3,7"
SBBR,SBMO,2019-05,50,132.65,140.6,"4,0"
SBBR,SBPS,2019-09,50,96.6,107.8,"5,6"
SBBR,SBPV,2022-04,50,168.7,177.35,"4,3"
SBBR,SBVT,2019-01,50,99.65,110.05,"5,2"
SBBR,SBVT,2019-07,50,95.85,105.85,"5,0"
SBBV,SBBR,2019-09,50,206.45,217.475,"5,5"
SBCA,SBCT,2019-01,50,78.5,89.65,"5,6"
SBCA,SBCT,2019-04,50,76.45,82.925,"3,2"
SBCA,SBCT,2020-01,50,75,83.525,"4,3"
SBCA,SBKP,2019-04,50,109.375,119.675,"5,1"
SBCF,SBCY,2019-07,50,130.8,143.5,"6,4"
SBCF,SBCY,2020-01,50,123.6,133.39999999999998,"4,9"
SBCF,SBGL,2021-11,50,55,66.3,"5,6"
SBCF,SBIL,2019-07,50,82.5,87.85,"2,7"
SBCF,SBIL,2021-07,50,78.95,86.25,"3,6"
SBCF,SBMK,2020-09,50,66.5,75.5,"4,5"
SBCF,SBMK,2021-04,50,66.3,72.9,"3,3"
SBCF,SBPA,2019-03,50,137.225,150,"6,4"
SBCF,SBQV,2019-01,50,106,116,"5,0"
SBCF,SBSL,2021-02,50,155.575,166.45,"5,4"
SBCG,SBCY,2019-10,50,64.95,74.4,"4,7"
SBCG,SBCY,2022-03,50,62.45,73.5,"5,5"
SBCG,SBKP,2022-02,50,86.9,93.4,"3,3"
SBCH,SBFL,2020-01,50,53,58.2,"2,6"
SBCH,SBFL,2021-01,50,53.5,59.75,"3,1"
SBCH,SBGR,2019-01,50,86.25,102.275,"8,0"
SBCH,SBGR,2019-12,50,86.1,98.775,"6,3"
SBCH,SBKP,2019-12,50,76.425,84.325,"4,0"
SBCH,SBKP,2020-01,50,76.525,84.925,"4,2"
SBCH,SBKP,2020-02,50,77.8,88.4,"5,3"
SBCH,SBKP,2021-02,50,75.1,86.4,"5,7"
SBCH,SBKP,2021-06,50,94.1,102,"4,0"
SBCT,SBBR,2021-06,50,104.175,115.325,"5,6"
SBCT,SBBR,2022-02,50,108.575,118.35,"4,9"
SBCT,SBCA,2020-01,50,81.475,87.55,"3,0"
SBCT,SBCF,2022-04,50,85.1,93,"4,0"
SBCT,SBCY,2021-12,50,123.1,134.9,"5,9"
SBCY,SBBR,2020-10,50,90.525,98.69999999999999,"4,1"
SBCY,SBCG,2019-10,50,64.15,68.7,"2,3"
SBCY,SBPV,2019-01,50,106.3,116.94999999999999,"5,3"
SBCY,SBSI,2019-06,50,59.475,61.275,"0,9"
SBEG,SBBE,2019-09,50,118.925,129,"5,0"
SBEG,SBBE,2022-04,50,121.5,126.9,"2,7"
SBEG,SBFZ,2021-09,50,198.6,209.15,"5,3"
SBEG,SBKP,2022-01,50,218.675,233.3,"7,3"
SBEG,SBPV,2019-10,50,81.45,87.7,"3,1"
SBEG,SBPV,2021-10,50,78.45,85.9,"3,7"
SBEG,SBSN,2022-02,50,67.9,73.7,"2,9"
SBEG,SWPI,2022-05,50,60.1,67,"3,5"
SBFI,SBKP,2021-08,50,81.8,91.2,"4,7"
SBFI,SBKP,2022-05,50,81.05,93.55,"6,3"
SBFI,SBSP,2019-06,50,84.425,94.4,"5,0"
SBFI,SBSP,2019-09,50,84.425,95.325,"5,5"
SBFL,SBCH,2020-01,50,59.3,65.4,"3,0"
SBFL,SBPA,2022-01,50,53.8,62.900000000000006,"4,6"
SBFN,SBRF,2019-02,50,61.599999999999994,68.975,"3,7"
SBFZ,SBBE,2019-05,50,107.45,117.85,"5,2"
SBFZ,SBBR,2020-09,50,154.675,167.65,"6,5"
SBFZ,SBJU,2019-09,50,53.900000000000006,61.7,"3,9"
SBFZ,SBSG,2019-05,50,53.45,57.4,"2,0"
SBFZ,SBSG,2019-07,50,53.5,58,"2,3"
SBFZ,SBTE,2019-07,50,59.95,64.69999999999999,"2,4"
SBGL,LPPT,2019-07,50,582.5,582.5,"0,0"
SBGL,LPPT,2019-09,50,582.5,582.5,"0,0"
SBGL,SBBR,2021-05,50,101.925,114.375,"6,2"
SBGL,SBBR,2022-03,50,100.15,107.05,"3,5"
SBGL,SBBR,2022-04,50,103.6,112.9,"4,6"
SBGL,SBFL,2021-09,50,94.375,104.4,"5,0"
SBGL,SBJP,2021-01,50,171,183.05,"6,0"
SBGL,SBMO,2022-02,50,149.60000000000002,161.45,"5,9"
SBGL,SBRF,2020-09,50,164.6,176.4,"5,9"
SBGL,SBRF,2020-11,50,164.4,179.95,"7,8"
SBGL,SBSG,2021-08,50,176,186.35,"5,2"
SBGL,SBSV,2022-02,50,119.025,128.925,"5,0"
SBGL,SCEL,2021-01,50,266,283,"8,5"
SBGO,SBBR,2019-09,50,33.8,40.9,"3,5"
SBGO,SBBR,2019-10,50,37.95,42.25,"2,1"
SBGO,SBCF,2021-07,50,67.75,74,"3,1"
SBGO,SBCY,2021-12,50,78,89.325,"5,7"
SBGO,SBRJ,2019-05,50,95.25,106.275,"5,5"
SBGO,SBRJ,2020-01,50,98.8,106.6,"3,9"
SBGO,SBRJ,2020-12,50,95.4,107.9,"6,3"
SBGO,SBRP,2019-04,50,84,99,"7,5"
SBGR,FAOR,2019-04,50,546.5,570.8,"12,2"
SBGR,FAOR,2019-11,50,514.7,528.925,"7,1"
SBGR,FAOR,2020-02,50,524.6,541.3,"8,3"
SBGR,LFPG,2020-03,50,660.8499999999999,690,"14,6"
SBGR,OMDB,2019-03,50,,,
SBGR,SBAE,2019-12,50,73.5,82.6,"4,5"
SBGR,SBIL,2020-02,50,113.1,127.4,"7,2"
SBGR,SBNF,2019-05,50,64.1,76.3,"6,1"
SBGR,SBPJ,2019-05,50,134.125,142,"3,9"
SBGR,SBPL,2021-11,50,144.89999999999998,157.4,"6,3"
SBGR,SBSL,2020-09,50,197.425,206.075,"4,3"
SBGR,SBSR,2019-10,50,61.725,68.75,"3,5"
SBGR,SBTE,2019-06,50,178.675,191.325,"6,3"
SBGR,SBTE,2022-02,50,175.75,189.625,"6,9"
SBGR,SBUL,2019-10,50,66.1,76.4,"5,1"
SBGR,SBUL,2022-01,50,69,81.4,"6,2"
SBIL,SBSP,2019-06,50,126.025,136.9,"5,4"
SBIL,SBSP,2019-09,50,132.1,146.5,"7,2"
SBIL,SBSV,2019-02,50,47.5,49,"0,8"
SBIZ,SBSL,2019-05,50,58.099999999999994,62.5,"2,2"
SBIZ,SBSL,2019-07,50,57.45,61.55,"2,0"
SBJP,SBSP,2019-01,50,193,208,"7,5"
SBJU,SBFZ,2019-10,50,55.599999999999994,59.85,"2,1"
SBJU,SBGR,2021-07,50,175.375,187.9,"6,3"
SBJV,SBKP,2020-10,50,55.975,69.125,"6,6"
SBKP,SBAE,2019-04,50,56.3,65,"4,4"
SBKP,SBAE,2020-10,50,54.3,64.2,"5,0"
SBKP,SBAE,2022-03,50,55.45,66,"5,3"
SBKP,SBAU,2021-02,50,79.075,89.9,"5,4"
SBKP,SBCG,2020-01,50,88.25,95,"3,4"
SBKP,SBCG,2021-04,50,88.9,101.2,"6,2"
SBKP,SBCG,2022-02,50,85.65,94.44999999999999,"4,4"
SBKP,SBCH,2019-10,50,82.6,94.7,"6,1"
SBKP,SBCT,2020-06,50,48.6,58.25,"4,8"
SBKP,SBEG,2022-02,50,212.7,222.7,"5,0"
SBKP,SBFI,2021-08,50,89.25,101.9,"6,3"
SBKP,SBFI,2022-05,50,92.65,105.14999999999999,"6,2"
SBKP,SBGL,2021-01,50,56.8,75,"9,1"
SBKP,SBJV,2020-10,50,55.75,65.44999999999999,"4,8"
SBKP,SBJV,2020-12,50,75.225,89.525,"7,2"
SBKP,SBJV,2021-01,50,59.1,80.2,"10,6"
SBKP,SBJV,2021-03,50,74.6,86.625,"6,0"
SBKP,SBMG,2022-02,50,90.075,100.425,"5,2"
SBKP,SBML,2021-09,50,65.8,77.7,"6,0"
SBKP,SBML,2021-10,50,67,75.9,"4,5"
SBKP,SBML,2022-05,50,64.8,76.7,"6,0"
SBKP,SBPF,2019-07,50,91.975,97.625,"2,8"
SBKP,SBRP,2020-07,50,51.9,61.5,"4,8"
SBKP,SBTE,2021-05,50,169.60000000000002,184,"7,2"
SBKP,SBUL,2020-01,50,86.325,94.9,"4,3"
SBKP,SBUL,2020-02,50,78.9,92.1,"6,6"
SBKP,SBVT,2019-12,50,83.625,90.225,"3,3"
SBKP,SBZM,2019-01,50,89.625,95,"2,7"
SBLO,SBCT,2019-06,50,52.025,61.425,"4,7"
SBLO,SBKP,2019-12,50,71.6,78,"3,2"
SBMA,SBBE,2020-02,50,56,64.6,"4,3"
SBMG,SBKP,2022-02,50,86.075,95.375,"4,6"
SBMO,SBBR,2019-05,50,137.9,148,"5,0"
SBMO,SBGL,2022-02,50,154.14999999999998,161.55,"3,7"
SBMO,SBKP,2020-11,50,170.5,180.375,"4,9"
SBMO,SBSP,2022-03,50,173.7,187.575,"6,9"
SBMQ,SBBE,2020-09,50,58.5,64.125,"2,8"
SBMQ,SBBE,2021-06,50,52.6,59.9,"3,6"
SBNF,SBPA,2019-04,50,80.675,88.55,"3,9"
SBPA,SBNF,2019-10,50,73,83.775,"5,4"
SBPA,SBNF,2020-12,50,55,63.725,"4,4"
SBPA,SBNF,2021-01,50,55.1,63.900000000000006,"4,4"
SBPA,SBNF,2021-12,50,52.8,63,"5,1"
SBPA,SBNF,2022-05,50,64.725,72.4,"3,8"
SBPF,SBKP,2019-06,50,78.1,85,"3,5"
SBPF,SBKP,2019-07,50,76.6,84.625,"4,0"
SBPJ,SBGR,2019-05,50,132.075,143.925,"5,9"
SBPL,SBGR,2021-11,50,156.1,168.89999999999998,"6,4"
SBPL,SBRF,2021-01,50,70,80.225,"5,1"
SBPS,SBBR,2020-03,50,98.6,106.6,"4,0"
SBPS,SBCF,2019-06,50,71.425,76.5,"2,5"
SBPS,SBCF,2021-07,50,73.375,80.125,"3,4"
SBPS,SBSV,2019-11,50,55.6,60.599999999999994,"2,5"
SBPS,SBSV,2019-12,50,54.099999999999994,60.7,"3,3"
SBPV,SBCY,2019-01,50,110.5,119.65,"4,6"
SBPV,SBEG,2022-02,50,78.225,84.025,"2,9"
SBRF,SBAR,2022-02,50,74,79.9,"2,9"
SBRF,SBFN,2019-02,50,68.65,76.35,"3,8"
SBRF,SBFN,2019-06,50,70.95,76.25,"2,6"
SBRF,SBGL,2020-09,50,168.39999999999998,181.9,"6,8"
SBRF,SBJP,2019-01,50,42.75,47.775,"2,5"
SBRF,SBJP,2019-04,50,39.8,48.5,"4,4"
SBRF,SBKP,2020-05,50,183.225,194.125,"5,5"
SBRF,SBPL,2019-07,50,75.4,82,"3,3"
SBRF,SBPL,2021-01,50,73.65,84.35,"5,4"
SBRF,SBSL,2019-10,50,115.65,123.25,"3,8"
SBRF,SBSL,2021-03,50,113.375,118.5,"2,6"
SBRF,SBSL,2021-06,50,113.1,119.5,"3,2"
SBRF,SBSL,2021-07,50,113.225,123.5,"5,1"
SBRF,SBTE,2019-07,50,99.35,105.5,"3,1"
SBRF,SBTE,2021-02,50,94.075,102.5,"4,2"
SBRF,SBTE,2021-07,50,94.6,102.5,"4,0"
SBRF,SBTE,2022-02,50,93.575,100.925,"3,7"
SBRJ,SBGO,2019-04,50,101.5,115.6,"7,0"
SBRJ,SBGO,2022-03,50,97,108,"5,5"
SBRJ,SBPA,2021-05,50,117.1,126.85,"4,9"
SBRJ,SBRP,2021-12,50,101.5,113.9,"6,2"
SBRP,SBGO,2019-04,50,84.925,97,"6,0"
SBRP,SBGR,2019-11,50,68.575,81.95,"6,7"
SBRP,SBKP,2020-09,50,52.675,68.475,"7,9"
SBRP,SBRJ,2022-05,50,87.1,101.025,"7,0"
SBRP,SBSP,2021-08,50,62.95,74.125,"5,6"
SBSG,SBBR,2019-08,50,158.6,168.5,"5,0"
